aileron,elevator,rudder,flaps,slats,speedbrake,throttle,throttle,engine-pump,engine-pump,electric-pump,electric-pump,external-power,APU-generator,latitude-deg,longitude-deg,altitude-ft,roll-deg,pitch-deg,heading-deg,side-slip-deg,airspeed-kt,glideslope,vertical-speed-fps,airspeed-indicator_indicated-speed-kt,altimeter_indicated-altitude-ft,altimeter_pressure-alt-ft,attitude-indicator_indicated-pitch-deg,attitude-indicator_indicated-roll-deg,attitude-indicator_internal-pitch-deg,attitude-indicator_internal-roll-deg,encoder_indicated-altitude-ft,encoder_pressure-alt-ft,gps_indicated-altitude-ft,gps_indicated-ground-speed-kt,gps_indicated-vertical-speed,indicated-heading-deg,magnetic-compass_indicated-heading-deg,slip-skid-ball_indicated-slip-skid,turn-indicator_indicated-turn-rate,vertical-speed-indicator_indicated-speed-fpm,engine_rpm
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918353378,-22.6054255528,-9999.000000,0.000000,0.424000,180.018387,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357222,-22.6054262456,146.215851,0.105229,5.245214,180.011627,0.000000,0.000000,0.000000,0.000000,0.000000,389.088776,1.193444,12.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283.232513,0.000000,0.000000,0.000000,0.000000,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357278,-22.6054262402,146.215744,0.093601,5.271746,180.010666,89.870567,3.014619,-0.046912,-0.000023,0.000000,538.442322,150.546951,12.000000,40.000000,0.000000,0.000000,150.000137,150.000000,146.215744,0.000052,-0.002013,283.232483,344.452362,-0.010979,-0.985256,3365.828857,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357216,-22.6054262415,146.216095,0.096270,5.242211,180.010864,83.896652,2.735632,0.124843,0.000040,0.000000,510.107330,122.211990,12.000000,40.000000,0.000000,0.000000,120.000145,120.000000,146.216095,0.000109,0.003019,283.232483,304.645813,-0.014634,-1.582221,1673.464111,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357216,-22.6054262428,146.216080,0.099081,5.242130,180.011093,76.419365,2.495195,-0.092921,-0.000003,0.000000,481.766022,93.870667,12.000000,40.000000,0.000000,0.000000,90.000145,90.000000,146.216080,0.000089,-0.000168,283.232483,252.085159,-0.016290,-1.943920,-159.086945,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357216,-22.6054262429,146.216064,0.099206,5.242162,180.011108,75.036453,2.459739,-0.145044,-0.000011,5.888528,478.639923,90.744583,12.000000,40.000000,0.000000,0.000000,90.000145,90.000000,146.216064,0.000086,-0.001040,283.232483,242.924805,-0.016432,-1.988471,-528.672424,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357216,-22.6054262429,146.216064,0.099333,5.242201,180.011124,74.116287,2.437478,-0.149621,-0.000017,6.882218,475.998291,88.102943,12.000000,40.000000,0.000000,0.000000,90.000145,90.000000,146.216064,0.000085,-0.001040,283.232483,236.981400,-0.016508,-2.015496,-689.688049,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357216,-22.6054262430,146.216064,0.099469,5.242248,180.011139,73.324562,2.419137,-0.142188,-0.000019,7.105715,473.557922,85.662575,12.000000,40.000000,0.000000,0.000000,90.000145,90.000000,146.216064,0.000083,-0.001577,283.232483,231.971024,-0.016583,-2.037246,-800.722778,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357216,-22.6054262431,146.216064,0.099641,5.242309,180.011139,72.447151,2.399661,-0.140313,-0.000021,7.205441,470.774719,82.879379,12.000000,40.000000,0.000000,0.000000,90.000145,90.000000,146.216064,0.000081,-0.001677,283.232483,226.534683,-0.016654,-2.059861,-902.215515,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357216,-22.6054262432,146.216064,0.099845,5.242386,180.011169,71.480576,2.379204,-0.142572,-0.000023,7.276629,467.701111,79.805763,12.000000,40.000000,0.000000,0.000000,80.000145,80.000000,146.216064,0.000080,-0.001543,283.232483,220.691513,-0.016723,-2.083114,-993.142639,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357217,-22.6054262433,146.216064,0.100025,5.242456,180.011185,70.649727,2.362428,-0.143096,-0.000024,7.323900,465.137482,77.242142,12.000000,40.000000,0.000000,0.000000,80.000145,80.000000,146.216064,0.000078,-0.001644,283.232483,215.793900,-0.016792,-2.101829,-1054.856567,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357217,-22.6054262433,146.216049,0.100227,5.242536,180.011200,69.729942,2.344701,-0.142835,-0.000024,7.330574,462.304291,74.408943,12.000000,40.000000,0.000000,0.000000,80.000145,80.000000,146.216049,0.000077,-0.001610,283.232483,210.508942,-0.016857,-2.121287,-1114.448120,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357217,-22.6054262434,146.216049,0.100398,5.242604,180.011215,68.952888,2.330395,-0.139962,-0.000024,7.313295,459.882965,71.987617,12.000000,40.000000,0.000000,0.000000,70.000145,70.000000,146.216049,0.000075,-0.001811,283.232483,206.157471,-0.016898,-2.136774,-1160.937744,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357217,-22.6054262435,146.216049,0.100619,5.242692,180.011230,67.928535,2.312445,-0.140036,-0.000024,7.302090,456.814453,68.919113,12.000000,40.000000,0.000000,0.000000,70.000145,70.000000,146.216049,0.000074,-0.001845,283.232483,200.581177,-0.016958,-2.155965,-1209.998535,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357217,-22.6054262436,146.216049,0.100838,5.242781,180.011246,66.888420,2.295245,-0.138458,-0.000023,7.206933,453.761444,65.866112,12.000000,40.000000,0.000000,0.000000,70.000145,70.000000,146.216049,0.000072,-0.001811,283.232483,195.106186,-0.017039,-2.174141,-1252.006470,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357217,-22.6054262437,146.216049,0.101052,5.242867,180.011261,65.832909,2.278812,-0.138692,-0.000022,7.328353,450.681854,62.786522,12.000000,40.000000,0.000000,0.000000,70.000145,70.000000,146.216049,0.000071,-0.001811,283.232483,189.743042,-0.017095,-2.191357,-1290.505371,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357218,-22.6054262438,146.216034,0.101197,5.242926,180.011276,65.093353,2.267894,-0.137667,-0.000022,7.314415,448.546539,60.651184,12.000000,40.000000,0.000000,0.000000,60.000141,60.000000,146.216034,0.000070,-0.001744,283.232483,186.100906,-0.017132,-2.202740,-1314.724121,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357218,-22.6054262439,146.216034,0.101387,5.243002,180.011292,64.096313,2.253929,-0.138419,-0.000021,7.304644,445.750153,57.854809,12.000000,40.000000,0.000000,0.000000,60.000141,60.000000,146.216034,0.000068,-0.001543,283.232483,181.341171,-0.017182,-2.217267,-1341.858643,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357218,-22.6054262440,146.216034,0.101572,5.243076,180.011307,63.087120,2.240654,-0.136591,-0.000021,7.314478,442.926575,55.031242,12.000000,40.000000,0.000000,0.000000,60.000141,60.000000,146.216034,0.000067,-0.001442,283.232483,176.698257,-0.017232,-2.231084,-1367.578613,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357218,-22.6054262441,146.216034,0.101752,5.243148,180.011322,62.066174,2.228083,-0.134457,-0.000020,7.323031,440.095947,52.200596,12.000000,40.000000,0.000000,0.000000,50.000141,50.000000,146.216034,0.000065,-0.001442,283.232483,172.179047,-0.017280,-2.244226,-1391.235229,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357218,-22.6054262442,146.216034,0.101928,5.243218,180.011337,61.033932,2.216226,-0.129553,-0.000018,7.277314,437.261749,49.366405,12.000000,40.000000,0.000000,0.000000,50.000141,50.000000,146.216034,0.000064,-0.001543,283.232483,167.790070,-0.017326,-2.256726,-1412.929932,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357218,-22.6054262442,146.216034,0.102098,5.243285,180.011353,59.990891,2.205096,-0.129202,-0.000018,7.344241,434.430878,46.535534,12.000000,40.000000,0.000000,0.000000,50.000141,50.000000,146.216034,0.000063,-0.001241,283.232483,163.537415,-0.017370,-2.268615,-1432.638672,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357218,-22.6054262443,146.216034,0.102263,5.243350,180.011368,58.937576,2.194704,-0.125658,-0.000017,7.418355,431.595123,43.699783,12.000000,40.000000,0.000000,0.000000,50.000141,50.000000,146.216034,0.000062,-0.001208,283.232483,159.426819,-0.017413,-2.279922,-1450.832153,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357219,-22.6054262444,146.216019,0.102423,5.243412,180.011383,57.874561,2.185060,-0.122035,-0.000016,7.439608,428.762634,40.867302,12.000000,40.000000,0.000000,0.000000,40.000141,40.000000,146.216019,0.000060,-0.001141,283.232483,155.463623,-0.017454,-2.290678,-1467.428711,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357219,-22.6054262445,146.216019,0.102578,5.243471,180.011398,56.802444,2.176174,-0.115771,-0.000014,7.379069,425.933472,38.038136,12.000000,40.000000,0.000000,0.000000,40.000141,40.000000,146.216019,0.000059,-0.001208,283.232483,151.652740,-0.017497,-2.300907,-1482.460083,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357219,-22.6054262445,146.216019,0.102728,5.243528,180.011414,55.721886,2.168056,-0.112935,-0.000014,7.456202,423.096130,35.200779,12.000000,40.000000,0.000000,0.000000,40.000141,40.000000,146.216019,0.000058,-0.001006,283.232483,147.998734,-0.017535,-2.310637,-1496.713989,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357219,-22.6054262446,146.216019,0.102886,5.243587,180.011429,54.542530,2.160138,-0.105630,-0.000012,7.475029,419.988037,32.092686,12.000000,40.000000,0.000000,0.000000,30.000143,30.000000,146.216019,0.000057,-0.001006,283.232483,144.222000,-0.017572,-2.320642,-1512.314941,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357219,-22.6054262447,146.216019,0.103015,5.243636,180.011429,53.538143,2.154157,-0.099953,-0.000011,7.406167,417.436066,29.540710,12.000000,40.000000,0.000000,0.000000,30.000143,30.000000,146.216019,0.000056,-0.001006,283.232483,141.177399,-0.017613,-2.328693,-1521.288818,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357219,-22.6054262447,146.216019,0.103151,5.243685,180.011444,52.436424,2.148392,-0.094718,-0.000010,7.479318,414.594513,26.699173,12.000000,40.000000,0.000000,0.000000,30.000143,30.000000,146.216019,0.000055,-0.000805,283.232483,138.017151,-0.017647,-2.337065,-1532.713623,0.000000

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,63.9918357219,-22.6054262448,146.216019,0.103283,5.243733,180.011459,51.329136,2.143425,-0.086262,-0.000009,7.417704,411.753906,23.858555,12.000000,40.000000,0.000000,0.000000,30.000143,30.000000,146.216019,0.000054,-0.000839,283.232483,135.027878,-0.017682,-2.345027,-1543.204346,0.000000

